temperature_c,ice_cream_sales
5.11,297.76
9.97,226.91
32.59,856.91
14.39,473.59
19.26,557.85
38.17,1031.2
17.98,562.76
25.7,856.83
7.82,302.1
24.83,739.28
33.66,974.47
14.16,341.11
28.19,828.17
28.51,724.29
37.62,1046.29
19.45,655.84
40.78,1098.51
23.81,763.73
6.3,157.97
8.08,322.7
41.44,1157.53
8.1,144.71
36.75,1053.54
44.46,1036.25
38.47,1075.77
21.23,661.22
14.31,435.89
11.44,399.72
19.7,732.1
24.61,686.18
24.0,633.42
29.76,970.04
36.67,1031.91
11.64,463.99
18.25,461.17
34.71,822.36
40.66,1066.56
38.56,1055.36
43.76,1164.5
36.92,993.31
43.89,1086.61
42.43,1175.62
31.2,865.96
33.23,800.25
17.34,516.5
40.94,1117.11
32.97,989.41
40.85,1090.51
13.46,496.27
19.75,646.82
8.38,261.52
42.29,1199.12
37.43,1105.6
35.51,1054.46
22.5,684.69
5.43,230.34
43.79,1113.61
20.37,681.17
14.91,385.76
39.16,1069.79
13.23,496.56
11.85,336.97
23.86,696.41
23.34,589.29
40.4,1088.7
44.85,1161.59
15.37,437.37
13.02,460.22
23.72,733.05
22.67,632.64
37.91,1064.7
8.87,294.64
11.42,364.62
13.17,360.4
8.3,276.7
7.59,171.94
25.6,866.86
40.6,1187.56
37.9,1194.94
12.71,486.22
10.76,387.95
29.48,706.37
18.17,617.29
25.22,812.16
33.67,874.27
40.95,1158.06
12.47,421.77
7.8,291.51
14.1,486.42
27.16,807.75
8.6,256.05
18.11,611.68
17.21,443.62
9.39,364.9
44.2,1223.39
39.18,1035.09
28.71,893.47
40.37,996.49
16.42,527.29
38.79,1082.14
32.15,999.26
14.33,498.39
31.96,766.33
25.46,709.19
24.89,819.82
42.19,1145.47
20.57,547.58
41.72,1140.06
38.14,1154.12
21.9,596.7
36.02,937.61
9.59,326.12
25.05,687.18
7.5,331.77
12.86,400.27
19.3,603.58
8.68,414.73
40.66,1059.59
40.02,1162.83
5.17,283.62
8.99,250.32
42.59,1247.45
5.12,154.18
43.26,1094.11
27.91,747.39
27.18,731.17
6.4,239.31
19.51,521.27
38.46,1095.74
17.94,540.7
41.22,1141.46
25.6,780.67
38.53,1154.79
36.32,981.88
23.54,651.65
38.39,1107.85
39.52,1163.18
43.47,1191.43
8.03,304.91
37.35,1021.13
31.64,854.11
33.01,901.71
42.08,1147.07
6.56,303.73
35.21,1030.54
20.01,545.32
29.13,832.12
14.43,417.68
16.64,500.67
29.66,849.27
19.74,651.07
16.91,514.46
6.43,287.51
11.12,313.83
29.35,765.54
21.24,615.37
6.18,454.63
19.03,528.47
19.61,599.49
14.19,479.12
11.66,393.43
5.38,198.66
30.17,887.56
35.71,938.06
14.29,480.1
18.01,515.23
40.99,1184.48
43.66,1084.08
27.67,785.04
20.97,557.13
44.46,1261.06
7.33,333.67
16.82,362.89
26.01,675.79
14.87,527.54
41.93,1140.19
26.03,787.46
40.61,1114.13
18.22,565.16
11.62,449.78
41.64,1069.5
24.14,676.88
36.72,955.93
17.62,556.73
9.38,255.94
30.34,913.94
15.53,456.17
41.67,1172.4
16.76,474.5
16.46,559.85
35.16,1050.18
20.09,648.06
10.72,315.0
14.57,551.76
31.53,929.75
9.95,310.53
32.86,938.12
42.92,1265.11
10.46,307.87
16.13,447.8
18.63,557.89
28.48,727.91
30.91,879.22
43.57,1233.05
44.34,1218.82
17.8,501.5
13.27,486.31
14.98,464.15
29.41,787.94
15.74,508.96
37.62,1112.77
23.51,653.02
5.44,331.98
36.46,1016.27
21.9,655.22
44.71,1224.75
35.49,954.13
27.39,708.69
9.87,464.05
25.85,675.48
29.55,913.28
39.2,1183.74
37.45,993.51
42.44,1198.22
33.38,975.92
24.19,746.25
21.46,598.63
24.06,678.28
17.09,575.57
10.63,267.29
15.25,361.15
32.72,924.19
8.16,296.36
20.65,625.65
12.05,357.94
32.55,960.76
18.39,610.67
25.96,758.82
38.44,981.59
26.13,815.66
16.94,418.14
28.87,746.14
43.99,1245.31
27.75,726.26
18.79,525.51
35.81,1003.19
29.78,899.77
43.69,1227.09
11.3,461.8
44.52,1185.97
32.94,871.42
29.55,761.88
35.43,992.53
11.04,392.46
15.25,628.15
9.76,380.67
24.7,614.57
25.52,806.93
41.09,1076.56
22.7,588.68
33.77,1006.21
21.16,679.41
36.91,1088.26
9.66,304.07
9.15,462.21
17.89,602.26
44.82,1163.59
26.36,892.13
31.06,911.12
8.92,322.1
20.59,581.23
42.24,963.15
27.79,840.67
7.29,245.0
39.0,1060.99
9.26,325.52
29.74,791.82
11.07,407.79
39.89,1046.81
43.93,1102.08
15.36,487.81
38.91,1037.91
41.25,1013.61
35.37,910.58
36.05,1011.38
33.06,934.78
7.79,378.31
19.23,651.14
17.29,558.52
13.35,391.38
23.4,652.22
15.42,511.88
26.04,810.48
24.23,738.29
5.32,204.84
10.25,368.69
28.48,796.53
44.17,1077.41
28.04,788.26
42.2,1130.38
44.68,1264.76
32.38,843.22
28.58,755.28
28.19,868.1
13.06,371.22
11.65,349.91
16.94,553.3
18.23,598.48
16.11,586.46
12.69,396.07
35.15,961.0
19.92,588.15
28.27,770.65
20.91,648.85
22.58,644.65
22.04,577.59
28.02,694.61
14.26,449.06
44.33,1245.47
29.04,784.89
32.79,841.51
18.83,662.9
39.41,1064.08
19.68,646.05
38.35,1121.79
14.08,542.5
38.45,1057.83
43.04,1090.21
13.12,313.2
6.34,242.48
37.95,1150.43
28.35,813.06
14.78,551.06
26.42,702.23
44.36,1296.16
42.67,1207.34
17.3,540.32
32.55,970.17
25.42,701.46
16.46,539.29
10.72,317.32
10.08,315.4
5.97,194.15
30.54,809.96
15.83,391.65
28.42,946.95
35.25,909.03
5.19,291.84
22.73,567.04
15.87,462.1
29.55,817.19
10.74,453.73
27.82,815.32
28.44,746.75
30.58,849.82
9.04,397.31
44.17,1267.24
22.46,621.37
23.35,595.64
33.72,904.51
41.97,1190.07
32.37,803.96
31.67,881.31
32.79,846.53
32.15,874.67
26.62,796.07
25.61,736.35
24.05,743.01
35.5,1061.1
23.7,916.25
10.5,416.96
24.55,749.81
30.47,822.38
27.6,843.61
29.71,936.54
20.28,566.36
11.99,366.22
33.83,906.88
6.5,183.22
15.19,478.76
42.29,1076.45
19.73,587.24
18.36,578.23
9.99,366.71
15.03,446.02
18.58,471.62
16.18,577.74
14.96,367.96
42.2,1162.16
27.42,874.66
6.98,279.95
42.24,1232.83
37.36,1064.66
9.02,241.78
14.41,538.95
12.69,382.0
32.62,889.73
29.06,867.44
35.64,934.25
25.3,788.97
17.09,552.53
14.7,566.86
31.55,957.6
19.95,586.54
21.03,600.69
13.41,391.46
36.46,996.56
29.36,779.81
13.85,427.74
21.68,565.99
33.22,872.08
32.64,998.17
23.01,594.81
31.19,794.15
29.88,803.58
8.42,392.41
28.33,751.81
6.97,255.66
36.96,1040.82
38.08,1083.57
7.09,270.74
18.24,579.23
36.3,1065.11
31.53,810.89
20.44,569.94
15.46,435.9
16.8,497.85
9.88,421.48
44.91,1281.15
32.08,896.8
26.97,822.57
44.4,1336.93
19.84,521.06
39.83,1055.73
40.65,1099.91
9.85,368.69
44.64,1246.84
34.98,910.72
18.78,580.26
21.13,678.93
7.84,222.69
36.37,1018.16
17.19,493.0
18.68,480.35
25.67,800.67
25.23,758.67
13.26,377.68
5.46,291.39
33.55,1065.88
22.5,668.8
33.74,860.61
20.51,594.74
19.88,480.59
41.26,1124.33
15.75,470.59
20.31,654.74
19.15,542.89
12.8,473.73
13.1,379.58
42.85,1164.04
8.84,236.53
33.43,871.75
9.55,385.87
11.32,447.1
34.31,918.43
30.18,885.75
19.14,625.36
14.8,405.88
21.72,670.1
39.91,1098.51
34.02,971.65
40.9,1115.31
16.51,384.85
23.62,700.46
31.69,882.37
39.83,1075.85
29.37,735.61
6.95,333.88
22.84,673.53
39.42,964.08
36.54,1095.19
43.25,1206.83
34.9,1027.79
11.45,368.53
13.06,425.73
18.82,634.48
9.61,366.24
32.73,910.04
19.34,545.1
12.85,267.59
14.43,515.71
42.63,1222.47
35.78,1039.35
17.85,614.8
36.3,951.81
41.81,1124.5
35.78,965.85
20.6,497.67
12.1,366.71
36.52,1023.28
7.22,343.29
16.5,543.62
8.11,265.01
14.86,528.93
17.59,558.16
19.57,491.41
10.7,380.12
29.54,887.42
43.5,1221.35
9.61,271.69
33.44,881.37
12.22,531.81
30.72,815.72
11.57,394.7
40.52,963.65
5.95,329.57
13.71,492.4
31.2,985.83
31.97,838.34
23.31,758.13
14.81,409.96
29.88,942.23
44.66,1074.23
30.59,929.5
12.13,407.71
41.65,1184.5
33.56,975.22
28.99,854.39
12.08,550.29
16.88,634.7
24.1,739.92
28.83,836.09
19.06,668.64
30.92,969.43
11.59,399.75
37.81,1052.38
11.85,342.22
43.24,1203.4
33.98,966.4
35.8,1057.65
18.13,665.57
17.46,614.14
37.57,1106.18
38.37,1049.21
28.42,789.67
20.39,658.15
27.37,822.78
33.16,974.59
36.54,958.11
23.03,619.86
36.76,991.34
30.7,913.54
38.75,1071.63
37.08,1121.85
21.48,578.81
35.76,936.48
29.2,818.94
31.53,857.21
14.1,405.32
35.95,1004.72
9.62,348.75
12.79,345.02
19.02,540.78
35.45,1030.07
21.62,624.81
29.73,794.53
41.7,1121.42
33.49,864.24
38.27,1163.97
10.33,411.79
7.43,433.35
14.68,473.07
40.89,1101.3
34.2,903.31
20.24,633.39
41.42,1108.75
31.22,822.8
37.0,1104.53
8.52,315.23
38.27,1072.41
24.59,727.92
8.39,334.5
6.56,159.0
27.66,722.36
28.48,922.52
12.25,403.35
17.27,556.62
20.77,667.2
5.43,213.28
43.81,1131.12
38.18,972.65
15.01,414.79
38.78,1028.12
29.37,788.64
12.16,326.58
36.59,1069.98
8.85,409.69
21.96,592.8
35.18,876.71
40.9,1126.02
16.49,603.01
29.13,748.53
38.68,988.9
39.62,948.54
5.13,243.86
8.79,259.67
12.57,466.93
5.51,281.22
40.76,1208.63
7.66,357.2
41.61,1045.18
17.24,514.2
7.98,367.8
20.12,520.83
34.13,930.45
10.39,364.01
43.16,1176.08
12.07,419.59
40.94,1082.83
5.57,183.15
34.45,988.22
24.45,700.49
35.7,1119.43
31.28,815.38
12.82,416.9
6.98,194.9
21.17,651.32
28.18,791.92
39.0,1106.36
14.45,418.36
17.05,415.92
18.6,641.55
33.97,1003.18
10.03,407.34
25.87,800.07
28.62,821.41
25.87,783.34
26.77,714.96
22.36,633.94
44.44,1279.23
23.03,797.43
38.48,1081.57
27.17,580.91
29.45,857.65
37.51,1122.76
44.27,1188.48
10.66,306.17
28.25,863.88
12.29,386.07
6.91,251.11
40.93,1023.12
44.75,1119.64
32.61,965.39
21.23,556.5
35.25,1087.33
44.49,1331.92
41.58,1076.87
39.51,1046.3
25.57,781.61
13.62,532.01
10.35,368.8
7.85,257.27
18.64,542.87
6.6,271.83
32.03,868.52
38.01,1123.39
36.88,980.32
8.4,337.47
13.0,470.77
43.74,1194.04
44.89,1208.79
43.88,1195.49
41.93,1096.01
10.81,416.83
36.58,1006.78
13.5,422.36
15.29,416.63
24.64,832.9
37.12,1079.41
22.73,580.56
14.01,484.12
41.38,1097.99
16.44,456.35
35.92,954.08
35.61,1021.31
8.63,307.04
22.82,667.5
10.27,373.77
33.94,1004.96
34.7,1106.17
17.06,510.72
32.26,881.11
21.63,647.07
27.43,828.15
32.42,976.34
38.57,1004.47
24.73,863.65
33.08,856.38
16.1,556.01
23.68,736.98
8.49,228.23
24.3,723.54
19.88,492.24
41.84,1096.36
15.49,483.24
44.79,1228.23
13.42,510.22
28.95,782.25
18.09,574.13
41.01,1180.81
24.3,704.05
15.53,488.04
11.76,306.69
34.89,875.1
40.71,1067.38
35.67,1075.28
25.75,827.48
41.83,1220.56
25.47,759.02
13.85,477.69
14.33,433.69
30.65,843.92
37.57,917.44
32.94,936.19
9.92,376.23
23.48,650.06
7.58,344.21
41.81,1219.06
9.13,260.85
41.47,1275.42
19.31,615.51
28.39,902.8
33.19,888.54
38.35,1145.84
33.53,978.09
25.16,711.53
15.47,420.66
13.03,426.46
32.23,952.48
20.99,629.41
33.9,952.91
36.21,976.05
15.02,396.1
5.99,260.4
24.99,669.01
17.97,606.39
9.13,378.55
22.24,756.08
20.6,592.33
14.02,447.85
18.13,465.0
6.83,237.34
43.51,1187.4
33.7,947.31
12.31,385.04
27.61,752.68
31.31,897.42
26.21,737.38
29.21,908.83
39.77,1109.4
40.62,1083.54
6.1,317.47
25.6,679.63
23.31,659.29
6.65,203.36
41.29,1116.9
44.67,1299.19
33.39,946.07
15.91,394.03
7.64,267.93
16.3,523.61
29.24,848.54
16.46,501.13
34.72,1014.26
44.26,1241.55
13.53,429.15
44.73,1232.39
24.99,716.33
21.69,645.72
12.89,433.67
7.88,358.03
34.79,998.07
31.86,896.71
35.66,967.32
13.67,481.5
34.91,991.92
30.14,847.83
20.89,604.07
11.92,401.94
31.59,849.78
41.39,1048.29
37.06,1120.83
44.4,1306.24
11.04,385.08
30.92,905.37
19.25,568.38
18.76,600.52
18.41,567.83
31.48,899.63
36.37,951.47
27.09,885.53
32.98,859.28
19.1,629.18
24.97,677.58
11.45,269.4
7.12,336.19
23.19,691.38
44.05,1121.12
41.91,1189.43
40.89,1102.46
19.58,700.68
34.99,892.34
42.46,1125.6
7.43,336.92
22.84,647.46
19.88,550.11
38.71,1083.39
28.12,871.01
44.93,1222.13
7.26,270.72
17.52,494.4
27.13,753.18
13.78,379.58
43.73,1268.65
32.75,963.24
29.28,756.68
10.46,329.29
36.64,1062.9
43.83,1236.82
37.08,1022.83
27.62,777.41
32.37,910.82
26.31,732.79
6.48,328.4
39.85,1140.05
14.35,477.83
17.54,474.79
41.62,1105.38
34.91,937.0
27.01,755.19
15.17,491.57
37.94,1144.84
26.38,771.56
26.84,690.01
12.59,457.26
22.57,584.88
19.27,610.68
16.74,493.94
23.94,734.44
38.63,1098.95
17.65,552.94
14.84,409.79
40.29,1071.26
35.91,1029.87
27.62,802.61
32.2,1015.66
8.39,319.31
34.53,1011.1
40.65,1093.35
23.92,647.89
38.67,1136.73
27.77,752.23
6.44,176.24
5.52,158.35
10.07,373.87
43.56,1149.0
43.27,1091.24
6.67,382.1
19.77,463.19
42.87,1147.11
27.12,875.37
36.68,1020.62
13.17,576.97
9.11,374.76
18.21,484.62
32.7,962.45
42.2,1120.93
36.21,989.95
21.38,574.12
19.91,558.56
39.82,1138.89
25.7,687.99
23.27,565.69
16.42,535.2
32.59,900.1
11.08,432.21
20.52,566.9
35.1,1038.76
32.0,942.92
10.33,389.24
19.32,501.91
20.77,615.72
14.34,512.79
13.01,392.07
25.36,608.12
18.41,519.51
29.28,775.09
30.64,829.58
43.21,1093.57
28.62,862.07
37.84,1082.6
41.43,1081.18
22.02,624.46
11.98,347.09
16.19,533.82
32.38,849.25
17.87,495.42
10.24,361.9
10.58,313.56
18.37,659.89
10.79,326.51
41.72,1186.89
5.27,284.59
14.29,373.05
42.16,1138.14
37.27,979.48
42.0,1204.25
40.09,1097.64
21.8,698.46
8.73,416.05
38.27,1160.32
19.96,534.58
9.6,269.32
35.94,927.52
6.01,318.36
13.71,487.85
31.25,921.91
14.6,498.05
7.65,266.72
32.3,912.87
17.13,548.52
41.68,1148.76
7.53,249.4
18.98,670.96
40.92,1051.09
8.19,279.53
40.05,1188.85
38.46,1117.38
10.29,281.05
27.35,652.34
9.76,282.21
42.09,1159.35
44.44,1214.65
18.88,570.09
43.43,1220.34
15.97,500.98
29.11,884.9
14.65,511.71
5.85,116.65
19.02,580.89
22.64,653.23
12.73,434.78
25.67,727.24
42.22,1058.9
37.57,1066.72
21.51,679.35
21.78,533.84
39.71,1196.38
27.83,852.0
21.72,589.11
16.06,435.64
42.54,1175.55
24.52,720.71
18.04,588.29
40.97,1153.74
32.2,940.25
40.4,1043.33
17.01,516.77
44.09,1222.97
39.88,1082.84
30.45,899.96
44.01,1264.84
22.58,614.79
25.09,725.03
28.86,789.74
36.23,980.28
33.07,828.14
41.7,1167.27
23.81,867.13
27.73,818.39
21.61,777.67
36.58,1091.85
33.72,897.98
43.19,1205.31
43.72,1240.14
27.39,828.62
6.53,220.03
28.46,824.2
30.94,973.86
7.69,199.06
12.23,467.81
39.69,1163.22
22.28,554.06
41.94,1110.72
17.91,531.21
44.22,1258.15
31.96,899.44
34.96,940.86
28.99,829.42
26.75,794.81
34.08,942.23
13.01,522.7
24.49,714.37
43.0,1219.54
40.78,1056.08
42.26,1178.18
37.04,995.65
36.38,979.29
42.04,1243.39
35.59,950.33
8.63,284.87
28.04,697.26
6.53,210.23
12.11,300.88
32.14,974.1
41.88,1169.13
5.58,287.74
35.25,1009.23
23.28,624.5
37.91,1096.81
30.34,847.01
28.5,847.34
22.04,487.18
18.93,501.66
25.11,685.49
31.9,915.96
20.15,509.28
24.52,849.4
28.84,896.74
5.12,306.07
13.56,525.14
12.38,442.07
39.93,1030.68
40.98,1152.07
12.19,375.22
32.92,909.14
21.66,692.9
26.93,739.4
21.41,598.32
23.74,751.21
32.6,865.83
16.6,496.31
5.84,241.04
25.1,762.42
8.92,366.97
43.28,1142.26
18.68,466.71
5.84,322.71
24.22,570.4
17.86,570.97
32.45,908.33
33.23,946.51
32.93,941.89
20.67,602.58
39.32,1077.92
6.89,292.37
23.81,711.31
42.9,1005.69
21.73,639.09
44.29,1255.29
33.45,892.96
21.37,661.91
32.3,968.82
42.87,1177.41
38.97,1081.64
12.81,338.8
37.63,1035.27
14.09,482.06
8.99,298.65
21.13,605.21
28.69,848.42
17.49,558.68
38.88,1100.08
18.04,456.82
9.81,370.69
24.95,627.58
30.35,842.5
16.04,617.36
40.79,1153.84
7.46,306.04
28.84,770.81
38.68,1159.47
37.42,1054.2
31.05,737.02
6.68,226.23
8.23,322.25
24.27,693.28
42.8,1235.02
8.13,235.57
39.11,1088.09
37.52,1000.33
43.15,1188.32
11.06,343.44
9.19,333.34
20.17,694.86
25.74,648.6
39.32,1206.5
41.82,1354.27
17.81,515.02
37.94,1132.36
38.5,1116.3
21.49,683.46
23.31,637.08
40.27,1049.99
40.08,1073.28
43.44,1160.56
29.48,763.31
24.47,664.54
38.07,1112.2
8.23,398.36
39.89,1042.9
13.66,588.03
23.78,608.45
32.45,840.18
6.11,139.61
20.62,507.17
16.72,586.35
7.73,264.44
11.73,390.36
11.38,362.69
35.05,895.65
21.18,522.44
6.85,134.11
13.91,425.23
33.93,967.33
13.93,383.98
22.51,518.7
31.31,929.92
43.44,1241.21
7.42,191.7
13.87,365.1
13.88,484.22
40.34,982.59
27.04,683.87
35.04,1053.9
23.37,642.84
23.92,690.87
43.95,1118.3
11.6,449.27
20.89,607.76
44.48,1263.29
15.42,444.0
9.44,257.19
16.85,503.99
38.43,999.79
44.82,1178.98
29.92,786.61
44.58,1127.87
12.12,439.12
30.17,872.07
28.7,746.66
10.26,452.93
29.64,785.82
26.46,801.31
35.25,813.38
38.22,1027.29
13.96,326.92
9.4,272.29
41.97,1163.41
34.63,972.76
19.49,530.77
26.47,753.73
37.9,1055.09
11.51,338.79
5.05,256.32
26.86,769.14
8.73,275.13
43.49,1286.32
13.15,394.26
34.45,886.31
33.44,984.75
11.65,418.29
6.02,118.07
14.21,326.01
26.64,784.06
10.05,298.49
42.6,1172.75
36.31,973.33
13.97,470.45
9.52,372.88
7.7,169.31
37.79,973.72
40.28,1192.35
26.04,766.94
27.58,820.86
21.89,776.08
36.94,1084.35
39.95,1095.32
17.56,461.1
41.02,1197.46
14.67,540.25
13.82,453.37
39.05,1187.68
25.81,762.29
7.09,281.28
9.08,398.96
16.53,542.83
12.13,449.14
44.85,1092.3
33.69,963.91
22.55,633.65
37.28,997.96
16.76,504.8
6.16,212.24
19.6,633.11
19.32,510.32
10.61,256.28
30.22,846.28
20.46,691.34
16.94,491.52
29.18,813.1
33.91,929.95
44.63,1366.4
40.4,1166.35
5.62,204.26
11.07,364.11
26.81,722.85
23.53,799.87
39.92,1005.45
37.58,980.65
26.15,806.86
42.96,1276.02
19.38,583.25
31.08,860.35
32.84,923.09
25.34,737.93
13.63,566.65
11.2,406.11
11.46,364.31
20.52,636.76
31.84,952.28
17.4,478.19
39.42,1100.85
28.84,822.32
23.16,609.99
17.86,520.96
9.54,309.42
27.0,745.19
20.13,715.43
43.51,1189.02
34.7,988.25
10.41,399.61
27.24,777.1
39.95,1072.19
42.57,1253.65
42.26,1246.39
37.68,1096.53
16.09,495.51
30.28,878.17
33.4,886.16
38.36,1065.04
40.45,1040.67
26.25,804.06
17.93,647.12
26.05,683.54
41.88,1252.34
26.05,788.75
10.63,319.14
22.4,675.31
35.45,1078.44
43.95,1272.97
21.9,720.02
36.89,999.8
15.91,441.54
19.55,588.56
16.92,530.17
32.13,890.29
41.69,1105.7
37.75,983.27
28.73,861.06
26.4,717.47
39.02,1123.73
42.51,1144.88
36.17,998.44
31.25,810.61
36.88,1046.04
24.49,695.58
21.98,584.79
43.54,1174.71
27.08,725.12
28.02,705.85
9.69,387.45
25.59,670.96
20.15,630.95
16.17,641.49
43.6,1133.54
42.17,1182.31
44.11,1178.27
19.0,589.83
31.01,768.91
17.32,557.5
22.78,675.84
15.65,636.02
28.38,686.83
16.55,484.75
16.73,545.57
21.85,699.11
5.92,240.46
40.93,1199.21
13.88,450.96
30.23,863.96
7.73,189.25
20.27,641.75
6.76,359.97
44.91,1163.37
39.76,1067.42
39.08,992.04
13.25,459.14
27.75,783.97
39.72,1141.62
20.16,599.26
6.4,254.2
21.81,641.58
40.68,1127.16
9.44,337.49
8.5,337.96
28.93,908.99
14.07,510.31
20.55,719.13
20.97,554.17
33.0,879.61
6.13,319.73
31.36,823.42
24.62,812.74
25.51,707.18
33.28,923.43
30.65,843.99
32.07,902.4
16.96,623.52
39.1,1156.69
29.63,958.08
23.41,822.22
25.07,699.23
14.8,409.39
36.54,1023.34
16.13,522.69
28.18,716.07
42.35,1206.42
27.06,714.14
6.53,238.63
43.73,1237.77
27.58,817.91
12.29,411.72
24.88,736.49
19.76,633.42
21.78,608.34
24.36,728.67
38.1,1052.18
14.63,474.03
31.42,954.99
33.76,961.33
44.21,1290.64
17.56,509.31
13.02,419.88
42.4,1068.6
43.04,1118.32
36.13,980.7
20.49,640.63
43.86,1166.62
28.34,743.09
13.74,464.13
38.02,950.63
24.27,608.95
7.31,233.48
36.12,1026.8
37.66,989.25
39.23,1086.57
11.5,432.62
18.45,589.58
36.66,1120.31
35.46,996.45
40.43,1196.31
26.91,810.23
17.43,512.18
21.42,577.93
16.76,528.66
30.7,789.47
24.79,706.77
27.69,783.45
31.9,968.23
14.57,421.58
40.79,1146.15
6.87,213.51
14.79,521.76
9.98,440.36
21.45,586.47
42.79,1178.36
38.08,1207.33
24.74,674.06
21.09,539.94
6.57,277.87
24.62,651.55
15.19,502.02
5.04,278.21
38.8,1008.59
33.9,859.12
42.59,1226.16
23.73,797.19
24.87,703.47
27.43,868.89
40.29,1213.24
13.24,473.68
7.74,301.95
31.56,929.87
25.37,786.55
28.7,682.91
40.49,1105.27
41.26,1052.91
20.14,549.35
32.54,932.82
24.69,711.38
27.23,782.84
37.52,1030.21
16.18,493.4
8.66,315.74
32.29,1001.02
17.21,569.21
16.91,466.54
10.01,323.69
43.07,1217.82
38.37,1043.04
34.24,986.74
26.73,766.99
6.17,266.91
43.84,1272.57
12.85,445.25
33.61,1056.35
26.88,732.33
16.25,451.21
23.26,705.42
28.06,788.56
33.08,935.09
34.8,991.65
6.39,182.23
39.84,965.32
33.79,988.06
36.3,921.4
18.89,541.62
32.76,908.64
29.49,832.29
18.53,610.14
11.72,432.96
28.31,822.13
35.8,1029.12
18.79,508.04
39.71,1047.73
39.74,1309.45
35.48,996.23
10.12,405.73
25.53,669.32
44.3,1251.49
15.38,469.38
6.44,229.12
25.74,848.95
15.66,583.94
34.61,963.65
42.67,1181.53
22.25,633.49
36.94,954.96
33.62,946.13
31.84,910.99
6.29,320.46
34.01,986.12
36.11,943.71
8.0,177.62
41.32,1114.38
23.51,611.18
35.86,990.75
32.92,950.41
36.98,1044.72
5.89,221.18
30.73,893.65
17.71,627.73
20.02,625.78
10.42,383.72
27.85,765.13
33.87,958.01
14.75,561.63
11.24,379.01
43.05,1158.66
14.69,541.95
18.14,545.72
40.26,1144.44
21.74,658.64
18.25,589.9
7.78,347.37
36.53,1092.5
34.44,1027.34
15.91,587.97
29.37,822.19
7.3,213.19
14.29,450.7
37.43,1211.36
42.91,1170.09
35.85,887.41
33.82,1108.41
31.69,907.58
7.94,251.84
27.21,713.82
31.96,911.46
35.53,1037.46
33.45,981.04
18.18,612.62
28.2,719.56
37.3,966.11
24.82,723.93
21.49,709.44
8.6,293.24
26.89,638.94
33.34,988.51
19.16,416.72
35.1,951.58
44.74,1269.47
13.3,481.74
29.87,751.06
18.43,618.81
14.7,553.85
27.35,827.13
20.36,598.4
29.8,877.05
31.52,847.76
21.5,706.09
5.54,333.83
41.51,1116.17
43.48,1237.82
16.0,565.1
39.45,1076.44
41.5,1004.08
13.83,458.61
24.38,527.32
8.21,406.11
22.76,709.06
17.27,520.17
11.53,449.08
27.24,713.86
10.14,425.84
19.13,595.23
39.53,1106.42
32.19,882.52
37.23,1015.38
14.33,494.2
27.48,734.21
16.72,444.5
23.1,743.25
29.35,866.31
20.23,548.62
26.17,760.96
28.53,816.22
10.15,310.73
5.87,259.92
8.58,312.97
40.31,1162.1
44.44,1236.18
10.85,339.08
19.12,544.1
18.32,584.23
28.77,711.49
17.32,465.35
43.24,1170.08
12.32,400.04
24.23,765.25
13.82,360.73
21.05,599.43
13.03,425.39
8.52,293.65
41.05,1081.55
28.3,769.46
31.86,911.54
21.17,612.92
11.3,359.87
43.78,1123.7
18.57,701.38
34.6,973.67
41.13,1222.97
27.4,768.18
21.41,642.51
15.27,512.13
7.0,267.84
7.9,304.87
31.82,909.66
41.8,1132.05
35.33,977.22
17.32,595.03
9.54,280.42
13.13,532.88
39.31,1117.73
15.01,458.03
26.73,822.96
44.79,1270.44
44.96,1244.06
13.63,434.83
43.34,1086.36
17.35,492.58
38.3,1062.57
14.43,490.77
6.56,269.32
37.14,1054.44
23.24,667.38
44.44,1250.59
19.15,710.0
19.66,602.8
27.65,785.01
36.81,1021.22
5.83,295.83
30.37,858.24
14.71,516.95
13.98,505.91
8.52,421.54
5.34,262.6
17.15,536.76
30.87,894.36
22.1,654.16
9.65,354.17
24.65,800.55
37.92,1021.63
38.45,984.59
28.26,816.28
27.08,790.23
19.63,652.05
24.56,706.56
35.87,971.51
22.3,622.44
38.64,1029.88
29.55,790.09
21.28,561.55
41.9,1017.6
40.5,1163.04
20.95,636.65
34.65,1093.42
42.16,1066.65
28.55,931.88
42.49,1153.68
8.19,210.16
42.52,1043.11
32.27,875.16
11.33,437.87
9.81,361.73
34.23,933.98
14.97,542.72
6.36,266.53
13.06,332.07
9.2,407.66
11.82,333.14
26.17,690.41
26.32,745.16
22.93,693.53
34.87,933.28
5.64,135.36
40.56,1077.74
44.59,1274.39
42.79,1169.59
15.6,557.19
40.14,1134.58
34.66,933.5
24.36,666.02
44.55,1225.25
14.08,463.88
28.39,816.78
13.54,450.82
15.23,472.5
38.26,1049.33
30.44,812.18
33.55,875.33
19.29,627.07
41.93,1088.67
23.23,568.15
18.11,531.89
12.45,427.71
15.58,479.28
36.55,941.97
18.33,624.51
17.86,560.44
20.49,681.75
18.09,549.46
25.9,777.03
44.12,1134.73
42.92,988.87
42.36,1161.08
29.13,747.9
44.4,1261.98
19.63,646.33
12.96,442.57
41.22,1080.08
37.75,1043.18
20.56,647.26
14.61,489.71
19.8,539.89
22.29,544.08
38.39,1082.36
20.58,613.24
24.24,740.39
12.37,407.98
34.28,947.49
30.08,841.22
10.9,353.47
16.31,651.71
17.43,521.73
