square_feet,house_price
961.24,147788.86
3828.27,593233.33
2605.87,475261.32
2804.93,454176.21
3690.62,588557.13
1770.71,303233.63
2990.47,548299.49
2705.23,420016.95
3235.91,546795.4
3628.99,591395.14
2848.22,479898.38
643.5,153420.32
1059.31,210627.69
3834.32,660177.27
3887.14,631771.19
3882.69,709876.95
532.48,131102.1
1776.81,258801.62
3134.82,546185.97
3110.39,532458.62
709.27,157319.85
2594.16,429267.87
914.33,124616.81
2175.55,306484.62
1262.87,291021.26
591.38,122338.19
688.07,180673.07
3679.21,532316.84
3080.73,469811.95
3754.57,642890.99
2091.96,360159.9
1887.85,351694.81
1690.27,303083.91
2618.71,434894.87
1665.61,277177.52
3086.58,464710.53
3284.74,600816.45
3553.04,649982.37
1274.08,208527.96
2297.28,354308.04
1204.4,219871.47
535.2,139702.03
2948.17,485000.05
2376.33,424873.02
3006.14,498949.26
715.44,154040.53
3983.89,755978.36
3979.65,623367.51
2074.0,419104.82
3517.81,639292.24
1276.85,257347.61
3055.24,430708.47
3565.21,586112.03
3332.8,528475.55
3322.39,549194.01
2066.9,322475.0
3351.96,584375.77
2886.54,521821.2
876.83,215903.9
811.06,160555.25
3178.92,483513.19
2651.67,461205.36
2269.75,454294.25
3666.14,602928.07
2774.53,483760.77
1826.13,315901.15
1890.15,316178.24
2578.88,461776.93
3136.99,516233.33
2431.67,429745.04
2231.54,403081.16
3016.84,516456.32
2938.95,512986.79
3389.25,522606.91
625.19,118070.04
3117.83,515944.18
2249.54,386757.84
668.9,135529.32
2844.44,486117.97
2979.54,533167.51
2285.06,436014.13
3257.68,596961.46
1480.89,229528.53
1126.87,183402.22
1662.64,289747.32
1876.18,334187.6
2905.36,476380.24
3443.87,543248.69
2995.31,487126.24
1026.36,218516.39
1718.38,263092.67
970.29,265496.01
2872.21,481657.4
1293.42,277079.93
2291.39,372563.73
3250.59,561281.72
2815.38,476218.46
1474.15,298857.47
1598.32,283194.37
2752.11,522956.18
2378.08,351670.02
747.02,189332.82
3546.37,587028.57
2245.41,349920.19
2104.1,434953.3
1114.38,273675.46
1757.18,243509.1
1598.17,295557.69
1374.65,278689.02
2442.66,432836.85
2064.19,413158.65
3601.11,646402.22
3788.84,629979.19
1190.1,298993.2
760.38,191039.89
3227.22,519626.46
3981.5,622420.61
3508.96,629241.75
485.31,101048.6
1304.55,232766.24
556.03,126749.48
3354.81,568077.94
2493.07,416711.79
2249.39,339671.86
2396.02,452376.76
1308.82,233567.28
2565.9,511297.84
510.4,134935.7
2725.64,507796.29
3043.96,531967.4
2822.89,524871.92
1595.62,308152.17
3374.55,566029.14
2975.96,539991.71
861.87,252142.79
1102.52,207145.67
2693.59,484617.76
1441.9,266115.78
829.96,189245.3
957.89,194939.14
996.22,134741.75
2120.05,360880.4
2586.59,475904.21
1035.05,182166.93
2964.99,531424.81
1411.65,267632.99
1521.61,271997.26
1204.6,258790.34
3226.74,562024.67
3855.33,646919.88
2173.0,412385.18
551.31,138333.86
1338.05,198587.56
968.98,184062.18
3433.94,489000.49
705.47,174574.04
3879.31,671685.37
2518.65,463199.09
2263.86,407343.07
3450.46,608466.41
499.17,81525.66
3197.75,525253.45
819.77,131793.72
3426.8,548922.31
2305.03,454789.03
620.07,173730.2
3399.68,587767.26
498.33,119756.58
898.13,155418.4
3272.17,548560.87
2073.54,400312.43
3573.0,603519.04
2687.55,392181.46
2644.7,450704.12
1452.05,206082.55
881.25,205835.51
3860.22,598332.08
777.27,131259.23
2304.44,425538.34
1381.25,275034.68
1350.91,260015.68
2540.51,513709.54
3272.56,567149.8
3197.85,503240.63
3527.69,601290.95
1454.45,258935.12
2076.7,406328.14
433.6,122674.26
3088.69,528668.52
1488.44,226471.71
2421.38,415483.08
1009.48,199731.51
3349.84,509715.65
3342.18,542087.97
3558.83,602472.23
565.37,134684.94
3972.85,582574.9
1292.01,235205.47
1513.96,261850.71
1297.61,250734.66
1363.12,257188.93
2389.58,393228.89
1263.32,225384.45
1817.58,324927.98
2760.18,501391.94
3409.69,573170.56
2893.87,540248.03
2539.56,473653.16
931.82,234163.7
3338.02,607760.62
534.19,173376.73
1351.09,216044.93
605.41,158957.27
2802.74,517942.87
1726.14,355970.62
2747.37,432250.94
1649.31,319252.36
2040.67,358747.39
2048.66,422395.44
564.09,96018.47
1948.82,315594.07
2707.83,386394.45
2365.79,410194.28
671.02,214844.67
2805.0,469019.8
1511.91,280075.49
451.97,132794.21
960.14,190556.06
2191.21,391843.07
1517.45,290397.99
2899.78,451568.27
1266.35,237006.23
3182.07,557662.65
1431.32,294557.52
2635.11,494837.41
3277.18,555459.17
1788.0,330275.68
568.5,156161.68
2327.6,377349.38
3983.47,618963.37
3888.37,627709.36
1195.68,189853.98
3120.51,534597.32
1641.83,331113.09
976.98,175327.55
2797.29,486558.87
2203.13,357810.56
2341.23,363869.93
3378.61,642905.8
1611.56,258601.98
2801.54,420327.86
1718.29,314955.99
553.81,140527.49
1760.85,336683.45
3820.12,711274.01
2139.74,343219.2
789.63,151699.76
2876.18,544782.67
3868.17,671866.37
3668.6,634968.37
2459.06,396859.53
1754.61,351216.28
2490.44,453646.9
3337.35,558503.97
3500.45,550207.4
3347.84,556629.08
2039.71,413981.63
827.89,142305.7
2449.02,387565.04
963.14,175753.19
619.45,131374.56
2195.2,378714.49
2759.34,501091.08
3474.93,590791.81
3218.21,535231.22
3486.07,584662.8
3136.25,545821.86
2931.66,423055.66
436.5,144602.6
2653.97,416468.56
833.73,162123.57
611.2,151231.51
963.08,192214.31
3363.85,574940.84
3077.86,517407.0
3815.58,609583.94
3924.31,706862.77
3615.82,622876.19
878.53,190660.1
3562.18,613974.07
3419.09,533172.88
3535.91,673204.63
946.07,159574.41
820.45,176361.05
3725.71,596360.43
1025.78,194092.15
1727.04,293776.72
2041.55,329061.66
847.99,211946.05
474.28,88168.09
3978.73,690964.61
3555.97,611139.25
3684.42,586123.4
1424.43,280772.54
1192.37,223966.01
1933.12,301800.9
2031.95,316453.09
420.16,130786.68
3205.31,555559.09
3988.0,659076.2
2303.29,381196.28
1797.73,313187.18
1813.91,310994.58
745.88,111693.01
1358.18,255674.68
2207.68,399980.14
1954.65,345548.9
2362.13,469442.25
3456.64,526019.37
1210.87,211100.69
499.59,128596.41
537.61,137391.17
883.01,126527.03
2453.74,440522.58
3309.47,556736.7
3592.5,497820.77
2686.41,448475.75
1851.32,299999.49
956.25,179937.4
1845.11,280968.69
1596.69,303231.52
3532.09,654972.18
2152.19,382305.96
1214.31,165050.43
1439.68,275148.32
891.29,177960.52
3706.91,558104.07
581.25,147055.06
446.25,140894.05
1058.76,188562.82
3319.15,479499.7
2284.48,319402.13
2653.04,422482.82
1687.83,297975.2
647.24,132516.07
3482.17,543346.84
1090.82,230917.77
519.01,140623.68
2461.73,426706.8
699.84,178245.43
744.74,142859.82
3281.36,496881.42
2169.79,356744.05
1269.43,221878.91
1655.06,230001.05
3025.27,481898.46
638.87,176981.81
819.33,196201.69
2618.54,462787.18
2585.1,442756.42
3900.86,699611.82
1748.38,276484.65
634.28,117961.39
2335.13,441504.5
2698.05,455769.8
902.57,165577.12
2390.3,428939.92
1111.96,203394.78
3441.03,530806.35
3406.58,524613.96
1946.66,353168.19
3880.28,641179.81
3927.19,706779.29
865.3,171288.28
1723.77,298239.44
2561.16,488600.07
705.42,183930.04
1777.56,321544.26
1340.22,201547.11
3827.38,588274.36
1881.71,295986.48
3145.62,523326.87
1792.14,301557.28
874.52,228260.03
3507.35,509258.03
401.5,78860.25
601.39,147059.37
1711.78,324266.41
2872.83,379084.59
1630.14,236990.3
638.73,138376.98
1544.22,326004.89
1281.93,301583.58
419.51,101694.82
2325.29,392542.84
819.93,148636.31
1434.99,285621.37
2708.28,515154.2
3010.42,551868.72
1348.44,251345.5
1585.1,260155.52
1288.87,243588.74
3844.8,687783.75
1085.87,200693.18
1059.45,153915.02
2002.13,337714.91
1081.5,203740.95
964.15,140310.09
745.17,168440.42
2704.62,475185.33
2603.5,511232.85
2740.59,409521.07
3183.88,557474.5
1574.89,318017.53
3706.33,628568.76
3039.54,465459.4
3296.95,500364.42
2995.46,503205.23
1690.44,306582.69
1418.92,244882.75
1921.06,382856.71
749.31,150876.17
2024.61,287178.93
555.31,127072.62
414.21,125132.31
3753.4,627976.03
2881.61,495412.97
2422.65,468844.13
1627.97,257251.12
2453.94,402299.05
3609.67,657962.97
2748.57,386064.55
2568.94,433308.23
2056.74,401871.29
1644.51,337009.11
2914.77,513338.79
3931.53,670339.82
1929.13,303302.24
1811.94,368560.8
1941.21,299531.88
1931.96,300267.27
3966.25,662326.26
2944.4,472076.73
1693.06,310876.77
1737.41,325122.55
1950.87,404427.38
532.16,141821.76
2300.14,372443.92
3320.97,576290.9
2778.04,434359.5
1114.32,245063.86
3020.92,505730.37
2990.05,514509.47
1345.14,195278.67
2642.35,360347.4
2599.42,382862.74
3423.24,637010.51
889.86,149666.69
1101.42,237553.44
2149.49,349476.96
558.92,127166.84
1896.14,332878.88
3237.59,603342.13
935.37,207652.06
2055.82,371955.93
3963.17,702588.02
2221.31,360334.25
2193.97,417522.98
2411.66,445149.26
1069.62,237449.1
929.79,184872.41
2838.48,458632.09
1824.76,294032.39
1443.66,240543.52
513.01,101673.96
3445.78,582358.85
516.38,121159.63
3099.94,532462.46
1775.16,332801.21
2555.28,393257.67
1291.64,209463.96
959.44,187102.38
2320.2,369659.34
2904.22,450838.68
1103.78,267316.85
1970.89,292189.58
2000.76,420928.61
1177.52,235551.45
2434.18,451786.06
925.37,214531.23
2235.1,407583.35
808.35,219515.55
2147.95,333507.58
1521.76,273164.18
2028.09,324243.59
1961.5,285188.39
3668.56,571623.85
2163.77,441637.71
3346.6,544750.13
1212.35,293463.75
1667.5,369660.95
670.32,235465.03
1914.69,403083.3
2807.32,563151.38
3417.4,576295.53
2437.29,424084.77
2704.26,466996.84
1038.16,205726.1
533.94,134232.4
3250.08,568539.42
1001.34,186222.98
728.21,119774.94
3775.22,632237.84
3868.68,599580.23
2618.53,420331.96
1763.09,309636.86
3399.66,544319.97
1136.99,254610.39
1945.81,336081.08
1685.26,341578.89
3685.72,611804.99
3711.2,602823.84
2743.19,467604.06
798.66,132351.03
2135.89,382446.52
1283.18,269155.37
3585.7,630390.16
898.25,144860.21
595.52,96830.15
2935.94,469090.87
2031.83,403458.03
3418.11,572018.02
668.67,128342.56
3283.87,482401.27
534.41,111233.4
501.05,104486.2
2060.74,392141.26
1196.65,260869.2
2537.39,391040.52
492.94,144626.66
527.4,147095.33
3017.73,455368.35
1156.59,220909.0
2763.1,477694.35
3099.72,521568.77
613.59,94027.43
3171.11,531026.67
1366.32,275200.78
1802.37,374079.7
711.9,137684.82
3419.07,539899.16
2418.62,405046.02
2216.8,393027.48
3886.8,637330.48
1604.22,310588.03
3606.81,542599.51
2990.88,514487.5
3742.7,578960.36
3668.09,594000.95
3967.71,721740.93
874.04,140038.8
3265.66,528298.94
3296.18,491553.5
2719.74,463869.93
1403.9,294148.81
3874.53,638708.12
1135.92,216807.16
2198.47,427583.03
2277.35,403628.96
982.59,221903.47
3001.1,528779.81
719.92,75728.92
2895.15,481246.24
3455.02,522676.68
1657.83,271066.83
2953.91,551730.9
964.39,183480.54
3445.42,646730.09
3827.31,561966.58
949.7,160217.03
2890.69,513681.5
2220.99,370823.59
2313.4,408247.67
2943.36,487043.98
2159.47,368816.02
2561.18,422674.34
1231.24,240278.88
1762.62,336089.35
3514.87,645962.72
795.65,163478.9
2551.27,417828.29
1063.43,193675.46
3447.54,629211.69
2484.56,448517.62
1850.98,262595.18
1299.37,183703.15
1972.64,316957.66
3847.4,637291.61
2233.15,383762.54
2090.16,381773.66
3086.59,505894.17
1764.57,361950.1
1938.73,367596.28
1613.01,294516.85
943.31,225532.21
2969.71,429750.43
3542.91,577802.76
3660.13,604974.41
3570.89,611433.53
2026.42,293705.86
1422.64,255033.25
2696.53,469889.61
3836.94,646623.91
3017.38,550155.63
2181.45,404561.8
2879.71,479559.38
3181.14,554780.73
3709.37,597636.65
3147.58,528115.77
1959.49,371579.98
1384.98,256301.3
2199.57,392966.96
1581.44,318850.07
3793.95,650406.6
2228.68,428883.4
2099.4,447563.38
1653.51,321410.63
2701.87,437515.71
2272.18,409438.05
864.58,193433.52
3529.15,605535.84
1692.45,353893.51
1957.28,285008.16
1140.4,267538.08
2392.23,477228.6
2927.4,511626.35
3572.2,611208.76
585.79,131119.26
3903.99,635880.78
2933.74,517748.45
1423.48,283869.33
1136.11,242528.14
1465.92,290147.41
3552.61,621309.81
1449.0,292716.2
2066.16,323732.37
2940.66,524142.32
3539.16,660228.4
2770.86,464593.86
3111.19,577491.82
1023.98,175967.64
3558.67,582526.59
1392.59,238395.06
862.16,219750.3
3914.48,710291.89
1125.9,215847.23
891.95,218291.23
2653.68,511218.09
1547.91,281108.35
880.06,185823.31
2564.04,462350.87
3132.35,485592.97
3255.51,542871.68
959.85,257830.2
2404.72,392195.91
3329.24,584944.95
979.91,212648.51
1147.66,217114.53
408.68,117296.46
2288.68,457173.9
1100.85,232015.19
3007.27,529509.55
3863.97,700545.46
1151.52,213826.39
2736.75,420013.8
1162.6,278878.73
464.82,123454.04
3130.8,555947.69
1962.42,317824.26
3808.43,638376.44
2323.43,358347.83
966.94,196942.41
2019.19,330138.73
1130.41,192659.66
3560.91,571160.78
2887.25,392644.97
1628.46,255827.12
2300.15,423581.69
2810.13,485095.9
3218.29,488603.28
688.53,168862.47
481.07,98092.45
812.03,192784.83
1821.99,319353.57
2080.14,350511.98
891.26,181006.88
1880.15,420072.41
1989.84,321956.79
792.72,175470.54
3699.98,638985.82
2556.93,397174.39
1798.73,265614.56
2224.87,362015.61
1531.11,304467.33
3475.59,556845.35
2470.05,411876.25
2181.62,409947.77
3679.19,566886.1
3416.73,558773.89
3326.09,485891.16
1212.19,241790.81
951.24,199515.74
2884.35,514013.54
2087.11,322484.03
2861.37,471662.37
3138.26,468716.1
1463.13,261516.2
1424.74,311311.76
2166.99,363554.88
1384.78,214111.16
2802.26,443816.46
3088.23,448085.7
2099.34,318905.37
3005.68,527710.4
2237.58,333298.37
2966.34,507391.31
1209.89,232282.15
3059.83,487555.09
2974.45,505231.92
1359.78,224150.47
2401.5,441341.87
3479.12,542261.74
1298.28,232574.99
3049.53,487089.9
3834.28,655597.04
3518.47,600959.78
1845.47,237086.93
2585.95,447535.54
3970.37,567307.63
2446.37,404248.16
814.1,168970.23
563.55,124739.14
3245.13,557416.44
1925.06,363692.17
1288.53,218959.16
1651.62,270810.59
3126.54,517519.81
2074.89,306624.88
3526.6,558654.73
3045.73,561091.18
3906.45,568888.68
3598.61,575169.35
1316.37,228749.54
2772.61,543822.84
473.95,106372.1
3967.98,623682.95
1339.62,218270.0
2793.26,469352.59
3456.95,579966.91
977.67,170175.21
3452.37,609640.08
444.08,123991.12
1991.12,378446.29
2099.34,353252.6
1746.73,320212.48
2510.99,418644.94
3693.43,667376.15
1577.16,290397.56
2485.34,423127.97
3558.87,564219.61
3182.78,506307.42
546.64,138588.76
3794.05,655144.46
567.93,116131.47
2519.53,432688.66
2471.27,427570.86
3231.0,549399.18
934.39,139494.46
1045.73,178906.57
3107.58,460769.24
938.22,191708.94
2090.0,331560.85
3033.93,485156.13
2744.47,415425.29
1158.18,211310.25
1494.26,237637.45
3888.31,666929.07
2015.21,369091.57
560.05,138183.45
1190.51,219229.98
1632.77,227337.45
3998.16,629109.19
1489.69,248745.35
495.03,131047.65
2246.52,409431.25
700.98,164400.53
1386.64,298329.38
3972.58,620390.69
2936.7,466306.76
582.4,166329.24
2015.27,358121.09
1017.9,195252.19
842.6,230332.54
2513.44,448719.03
2220.36,376175.19
3074.32,483455.27
3612.3,648967.0
1288.05,249716.25
3722.77,609484.95
2264.77,414280.52
1331.81,277633.58
3444.83,589942.14
527.91,153618.83
2414.23,428868.04
2997.84,521865.25
1407.92,237746.57
3508.57,653303.26
1265.02,201108.59
3423.55,576562.4
682.76,114431.64
975.74,193428.94
1771.54,296388.97
3474.6,576942.36
920.51,198192.99
3551.58,541845.84
1227.03,233139.2
2029.03,403335.43
1669.84,256713.56
825.25,148912.76
3799.52,657798.38
1977.44,349321.95
2885.19,488738.31
2470.96,458832.46
2206.18,352315.6
2619.68,423166.08
3634.03,567361.89
2917.52,473844.15
2316.93,446545.18
2722.67,392716.02
2583.02,392173.99
1959.24,296364.9
2649.15,500981.4
1996.85,328033.37
3127.41,505836.71
3888.08,561457.71
3855.52,616709.48
3354.65,589394.75
2566.33,444519.59
3097.6,510272.08
1040.97,158878.92
2124.47,356987.55
1326.3,253591.71
412.58,85045.62
3880.26,661116.29
3509.85,614137.25
2249.32,368235.55
1314.95,270160.2
2894.71,479874.8
1965.28,384743.29
3292.06,628145.23
3998.27,600534.32
1656.7,324115.73
1279.85,282952.56
1362.58,223506.4
736.05,143912.38
1818.57,302793.69
462.73,115782.79
811.82,161417.93
1378.1,250392.3
975.51,221362.92
3035.77,429194.35
780.18,138880.2
3517.58,606167.64
1196.01,246526.87
790.93,137989.23
436.38,130671.36
2974.74,549117.78
1323.82,247022.87
2234.19,348670.31
801.82,195654.29
3947.07,719140.8
851.39,151782.02
1882.93,333790.85
3465.94,616036.68
1281.59,245862.13
1361.1,198591.14
3310.6,565015.07
1384.02,226359.73
410.34,77175.32
1940.49,281116.33
445.13,149178.61
3675.25,565081.18
2710.53,469430.13
2498.85,446535.17
1125.72,223814.63
2919.81,499714.86
2838.12,490651.0
617.67,146529.27
3571.05,553080.31
2485.89,391093.0
3252.88,533600.11
1346.49,247970.1
839.37,188440.6
2928.82,532996.69
3257.98,552896.46
1789.72,290929.74
485.29,62972.44
3345.71,519770.52
1141.94,180001.83
1620.51,268900.05
2661.63,458525.93
759.84,166405.93
659.18,201456.57
492.53,137146.74
3699.9,688033.38
1520.98,301463.72
2778.37,508980.91
3961.25,628105.98
2810.02,429543.72
2290.34,377185.84
2275.31,390864.99
1756.9,292313.22
2559.21,396041.8
3851.65,646195.86
3236.96,494136.7
1927.22,285968.22
1596.8,252509.31
3580.71,577052.34
888.83,154147.58
3458.51,559129.54
1318.28,266710.32
2976.27,519349.34
3302.39,517926.93
2117.19,321176.14
1092.22,196299.22
3441.16,593846.61
1723.03,338344.97
1554.45,294732.34
2236.06,428877.04
1966.31,405177.36
2858.99,459859.78
893.91,227895.18
1968.48,336194.24
3610.13,635424.11
529.83,149065.27
2046.42,287306.8
2777.92,429111.1
3595.76,536874.5
2537.63,363482.5
3368.14,592012.68
1201.69,294402.53
1670.11,291923.57
3791.68,656298.77
3589.51,652187.58
2408.63,419011.87
2111.76,365863.6
2023.84,344948.02
611.64,156829.36
3612.56,629550.4
3345.34,571070.33
2042.5,371427.67
1405.98,259257.56
1634.51,242334.73
843.38,202735.2
2998.44,448391.46
2404.01,433531.41
1242.77,260005.31
2642.82,402842.42
3925.23,611660.51
840.62,238047.03
2050.55,354779.94
2178.97,333046.37
1000.47,224098.75
2313.69,368797.78
2581.52,364425.28
966.44,210471.92
957.01,166249.42
3482.86,586051.28
1520.99,251651.48
2669.2,477498.48
2656.38,455482.13
3421.02,454133.45
3063.62,524945.12
3426.08,551704.78
2650.77,501810.91
2018.05,366574.8
1816.84,348298.95
1764.51,290643.78
1906.22,308650.38
865.51,179074.76
1926.25,326448.93
1802.0,365805.95
524.46,124433.67
1390.47,219434.67
3106.87,482484.33
2480.6,458186.43
3302.2,538387.43
2353.68,394936.33
3474.7,616129.1
3265.84,502069.8
753.82,98769.61
3917.22,599557.43
453.09,124564.29
2548.62,422875.21
3253.04,473564.76
1594.82,322726.48
2554.85,439403.66
1703.64,318585.24
618.21,154519.39
430.46,79311.29
741.5,169920.4
754.27,189249.87
2599.2,483207.73
2293.11,420268.51
2039.67,374011.49
2890.92,415088.36
460.57,118678.36
1375.54,225837.69
3198.61,582352.07
3675.92,650423.03
1978.01,313537.76
693.34,152692.5
3275.42,551596.12
3586.61,626665.77
1889.18,275658.39
1276.08,172073.02
558.3,134804.9
2527.9,333903.48
3675.53,608208.02
2840.4,499275.25
1542.09,321747.0
2714.4,433146.0
3395.45,566082.9
2112.99,390119.14
3351.09,503571.44
1810.87,352802.82
1654.62,307321.29
2498.76,402113.38
2072.87,365930.5
3917.6,631427.79
2259.0,417163.08
1786.62,305761.37
1821.76,331009.9
2372.58,382998.22
1677.68,270339.41
3002.46,507232.99
1770.39,285200.66
1782.92,344589.33
2621.1,465732.88
619.05,121361.23
2759.28,472185.56
2217.9,354906.91
2030.89,298235.34
2989.31,474539.53
3129.72,517412.81
3446.54,589001.36
1749.29,317438.1
1577.34,316450.76
2971.63,456637.26
2494.5,410058.8
2674.49,514271.18
2399.88,338533.54
3181.69,508765.47
1084.15,180026.45
2400.56,402854.26
969.17,182408.52
1866.11,350588.37
2790.38,478509.68
2175.06,329419.26
1766.53,295080.35
3585.89,587878.78
3182.17,557574.6
2294.65,482934.81
3820.19,654022.67
1927.72,304085.7
3237.06,531694.33
1004.57,206118.99
1428.85,247632.5
1617.11,308124.95
780.95,101489.57
2206.5,400905.96
1092.14,199309.39
2683.07,448246.02
1084.33,257239.6
844.62,139827.92
3888.71,645427.45
2769.67,496292.29
3771.22,623153.79
2163.6,316722.3
520.25,165309.96
2467.74,412268.75
2409.98,391952.25
453.91,109620.1
3500.47,558828.58
2631.89,399367.54
3080.89,518797.97
2178.12,355282.36
2626.25,469519.12
1326.89,265407.6
3905.53,708216.42
1842.59,319148.21
984.38,173621.63
601.3,99032.02
2690.22,537869.3
3940.17,670621.9
3624.86,563868.9
2927.58,556249.55
3966.15,705720.68
3002.18,446261.42
1621.3,268250.68
2564.39,429653.01
687.16,122645.26
1198.06,226715.52
1903.14,360045.61
1126.55,176915.25
3832.6,637830.34
3984.15,700112.48
1735.37,323783.55
2953.22,489976.68
1867.97,307253.66
902.23,209854.08
1612.94,253026.01
1240.14,243595.99
1581.08,288001.84
1174.08,260859.76
804.44,153753.71
1182.74,212024.49
3660.73,545331.54
706.8,168497.17
1569.12,271448.09
2302.42,363886.81
1676.25,275839.57
2263.39,409013.85
556.31,102804.87
2734.85,421005.49
2428.52,447571.76
2851.48,471200.32
2442.13,451871.94
1976.45,333932.79
1660.51,299038.94
1215.17,237132.13
2200.24,429980.57
493.79,159939.27
1581.67,325201.16
2840.34,451400.27
791.38,140131.67
626.41,165363.89
2747.84,515511.04
1831.99,364520.17
3286.57,543526.19
3774.32,648078.23
3845.35,659767.9
1932.13,344982.6
1351.58,258846.08
2591.01,442378.43
2661.49,419034.19
2640.44,419857.55
1558.4,260757.17
629.51,99411.37
1156.02,227799.85
955.91,192178.23
846.04,199178.56
3734.62,665252.43
449.85,153563.77
2566.69,488668.61
3810.91,588283.0
1696.19,256485.32
2297.55,428593.72
2904.82,540350.77
1541.81,332166.68
2119.55,385196.84
3341.57,467957.31
3083.28,527268.68
3310.42,569642.41
3954.42,699221.75
1733.18,358106.57
3089.53,550221.81
2570.02,413275.09
2799.78,429832.15
3063.55,531060.01
3099.03,482765.93
3588.68,651649.8
1657.56,241892.7
2752.53,484853.97
1409.05,271596.4
2540.45,423271.53
3104.23,478147.8
3247.6,452117.02
1912.45,318499.87
2231.39,366128.46
1601.86,326976.57
1008.53,177760.57
1337.86,265027.39
3683.69,546446.91
1512.29,292481.13
3909.13,536690.18
1269.32,306078.59
3003.06,494813.53
2466.05,315588.34
2908.73,457927.38
2718.25,423944.4
2944.29,465594.17
3659.97,583206.49
2428.49,389662.3
644.26,123598.15
1374.97,219312.88
2949.59,525102.69
2178.67,419913.07
2374.79,396830.93
2547.69,431487.87
1777.47,278451.47
3186.02,530810.47
3004.73,509912.82
2971.48,486977.03
2975.12,512061.21
3605.29,604075.96
2543.41,391753.05
3881.46,685199.01
829.09,168312.1
2675.05,515558.35
2980.94,513917.08
2117.99,437844.47
1437.55,303461.8
2380.13,415403.67
1713.09,282692.33
3672.85,570504.06
1684.45,320483.12
1032.55,209198.85
2475.0,399235.28
1825.57,352266.56
745.23,162898.75
2433.43,446198.48
2336.25,364655.61
1023.51,233628.06
2551.5,451640.94
2442.49,460938.36
3185.01,567752.19
1701.65,302401.12
1295.53,239124.54
3824.39,702329.56
2420.38,402276.82
497.7,145228.91
3354.56,537252.7
1108.33,159384.38
3229.73,483956.26
2938.58,506899.9
3887.73,664316.76
3876.09,649573.89
1387.88,294782.67
3159.22,539844.66
1540.68,255748.94
2665.11,472543.85
2551.89,439187.19
596.36,123348.36
418.65,125600.24
607.95,143418.09
860.59,161360.4
1327.55,243505.07
3665.04,660998.89
2267.08,440236.74
3268.81,548100.18
3417.92,565098.7
3045.8,449219.3
1808.99,379883.64
3509.89,620579.87
3071.38,541053.3
3075.35,419455.6
3645.67,598619.15
2555.19,428475.87
2302.87,420362.75
3604.59,571283.12
2036.06,347257.7
3321.65,574020.88
593.85,117440.64
404.64,95184.09
2301.85,402336.16
665.0,187663.05
3915.55,673373.01
419.8,142113.03
2985.34,500328.83
1276.18,288344.67
3883.19,555141.84
1773.55,384521.18
498.22,183887.27
496.97,137095.34
2392.14,439582.65
3952.16,641123.56
3927.18,629723.43
1614.18,271925.36
2137.73,368910.8
761.64,180261.58
2279.84,407258.93
2558.93,508921.79
1303.82,248733.86
2603.61,383939.42
3638.89,666859.21
403.44,77529.12
1224.16,216215.54
1155.71,231720.42
845.99,189092.56
997.96,156346.22
2653.29,419427.95
769.7,122736.62
3058.71,533858.11
3593.28,639837.78
3735.72,556989.22
2776.63,505209.35
1110.63,245032.27
707.07,137253.34
1235.29,173483.7
3863.05,581983.92
3864.44,603283.28
1774.91,368459.59
1572.85,282039.51
2236.04,348978.49
1450.08,272279.74
3926.78,581201.27
1196.4,245394.83
1728.91,276443.96
1945.74,312947.83
850.23,188518.15
1778.17,376042.31
3484.23,665867.27
905.3,155091.35
2502.48,402991.72
1863.89,347276.85
1013.93,237234.93
444.41,57750.73
1384.04,260393.19
622.58,129692.63
1756.37,248458.01
3316.76,491908.83
2990.87,475944.99
3810.58,624178.18
1937.26,375555.66
2948.09,506294.7
2795.23,506215.97
1181.37,228030.97
1492.9,251048.85
2307.39,389394.29
3267.97,568947.52
2062.53,395841.36
1219.87,228381.62
3976.48,604770.57
816.08,182173.64
3841.2,647309.64
3312.57,598120.29
3420.02,534426.53
3261.7,511669.78
1149.42,245662.02
2677.3,435954.54
3124.3,500378.05
3084.47,563365.6
1377.64,212926.43
1052.03,270025.48
1581.24,267026.9
2127.44,400003.79
2465.61,415780.32
3413.02,573368.08
3168.52,514545.59
2834.14,508674.0
1348.56,241259.18
2123.97,348187.2
1607.57,351044.28
1245.74,237778.8
436.88,97164.11
1622.06,243965.6
1322.02,307273.88
2458.85,398243.62
624.29,201624.8
1373.87,268791.81
561.17,138148.57
2709.1,462912.39
2445.48,499316.48
1614.93,219732.37
930.4,195916.34
3848.51,615543.42
2503.81,417576.86
2844.81,482577.83
2312.86,387192.94
3303.52,553338.69
3626.97,593028.22
1777.76,272148.8
2884.09,497647.29
1227.59,256435.73
2746.68,441005.69
1836.96,389397.7
424.41,149885.53
3839.9,663287.32
3526.39,614420.57
1447.01,268021.91
3991.93,700104.62
1541.66,332625.65
2051.84,386266.14
3464.53,545543.96
1496.55,273193.07
2021.95,373433.15
2796.11,502072.84
869.68,178178.65
1920.46,318456.32
1513.88,328678.0
2836.39,433442.56
889.49,155703.65
1237.83,194282.99
2960.95,456585.33
962.41,231547.05
1919.27,382202.54
2966.37,492006.22
3155.69,543591.85
741.57,160934.27
3467.18,519614.19
3006.3,589739.2
1621.46,338733.01
3149.69,536895.58
3021.88,468952.17
2563.21,425975.13
2410.53,385923.62
3044.93,510665.1
3997.34,663542.76
2482.79,409655.37
3311.38,486266.73
3079.39,598036.44
3480.91,582208.75
