years_experience,annual_salary
19.19,84519.8
10.24,72907.97
15.01,81491.61
2.52,41215.23
12.34,65263.46
17.3,83378.09
0.46,26758.29
10.8,65392.95
4.94,53281.66
9.57,53105.19
16.32,81014.96
13.8,66958.93
15.09,62069.62
4.23,47178.91
16.65,97256.01
12.28,74103.13
1.39,31693.46
17.25,100217.16
1.12,32573.89
0.58,33435.93
16.67,84490.08
0.26,28261.25
1.77,30126.77
0.34,32847.35
17.61,77889.25
0.89,31482.76
7.45,44263.22
4.34,44268.35
6.83,68069.28
5.81,50940.3
17.76,96542.41
15.37,86029.2
17.7,68345.08
14.4,74349.43
6.61,51707.35
3.72,21298.06
10.6,59813.63
7.13,49332.83
12.87,60186.19
0.78,19967.77
14.26,85607.58
5.99,17322.5
9.24,59528.58
19.57,102811.54
4.31,39873.21
2.35,44504.9
4.2,36267.95
7.03,42364.71
10.72,62460.99
19.6,90563.41
17.4,81317.25
14.3,73603.23
14.41,69101.13
5.68,38161.74
18.56,80981.94
10.79,66100.91
3.25,28384.6
19.01,81584.78
10.13,51867.12
3.11,37530.93
14.7,81821.28
4.68,47373.57
3.75,39851.1
5.35,48015.71
11.57,65041.04
5.85,49126.03
0.82,31378.68
7.75,46287.68
4.69,32801.95
10.23,71618.56
9.19,58172.14
1.56,38880.13
4.91,33372.07
5.63,41459.46
9.69,47918.54
16.44,87725.94
4.37,35386.29
3.16,31638.84
0.02,40717.94
12.13,72785.47
6.51,53027.48
13.4,62293.99
13.8,58449.59
0.89,35894.33
8.37,36365.77
19.36,88746.17
5.5,37766.94
10.59,54667.4
10.76,59119.38
5.21,34792.82
15.59,69819.87
0.07,27298.46
4.54,49405.89
11.85,52586.8
18.35,90774.98
0.19,29998.49
12.02,70632.85
0.07,23465.88
12.46,63820.66
8.23,59880.37
8.69,58094.17
19.35,77571.27
13.64,70988.74
3.93,39192.93
19.95,86063.81
5.13,41019.89
13.72,76945.78
13.61,66001.98
16.99,86344.66
7.98,45004.43
13.92,63824.07
12.52,73740.6
8.73,64941.38
18.32,79647.21
5.04,50259.28
4.49,40594.97
12.61,51419.59
3.81,26839.09
16.6,87965.76
6.79,35785.67
8.42,49528.5
13.65,72111.25
17.7,90541.28
13.8,74775.17
1.88,44142.83
6.76,42137.84
15.0,78293.23
18.16,92163.51
12.68,75067.36
11.92,75141.01
7.58,48072.82
9.56,63675.48
8.64,47849.11
1.1,28240.78
0.44,30539.68
12.35,76021.39
10.2,65250.51
4.9,42866.74
17.86,86856.7
4.13,43851.99
14.01,91548.64
15.77,87022.13
16.8,86868.29
16.79,72815.33
15.88,73836.9
9.16,54453.4
12.48,75953.98
17.15,77545.7
8.41,59559.87
13.42,72917.44
3.19,39006.99
11.29,62800.85
2.82,30100.18
13.21,63430.27
7.54,56270.92
4.56,40335.23
7.21,41634.1
14.03,75885.44
18.16,115948.73
0.23,24177.88
3.36,49982.19
14.11,53719.07
11.37,62647.68
6.38,54981.11
13.04,70747.87
17.34,80562.07
5.16,42847.09
9.71,66877.93
0.42,43601.26
18.92,99743.77
16.03,77077.26
10.1,58493.35
19.84,92636.37
4.4,33477.32
14.88,75837.42
15.39,76675.02
16.62,73555.46
13.7,79661.77
3.81,41708.74
1.83,26265.82
3.61,38807.4
17.17,77365.88
8.04,48721.65
10.92,68733.04
0.51,30544.48
9.83,55294.49
8.19,56140.56
10.69,61824.21
7.51,43291.04
1.51,28943.04
0.88,31533.48
19.0,93935.07
12.08,53726.36
12.87,71366.52
18.31,89282.72
11.02,48374.07
12.31,61624.38
10.46,65545.75
3.52,48396.63
6.23,33681.63
17.69,94738.22
8.88,41027.52
4.08,50470.61
16.56,81053.5
1.75,25393.56
12.79,72603.41
14.0,66308.74
6.08,50391.15
3.34,35690.18
8.97,25900.34
15.1,71366.56
17.73,88597.18
16.31,90605.34
2.19,35319.02
4.46,48998.42
12.34,61037.3
14.2,13310.33
0.17,31566.99
2.85,21932.36
1.88,40377.31
6.82,51496.63
13.62,70404.36
18.86,88634.09
1.79,22962.49
10.12,65472.87
7.45,53489.05
7.97,57545.91
1.36,30395.15
5.77,46828.76
5.05,40304.72
14.37,83895.26
12.84,74781.03
12.73,70924.53
10.39,60271.52
6.84,34802.35
4.88,26188.36
0.23,22843.46
2.96,45504.49
4.4,34752.8
19.51,87965.14
19.41,85152.82
15.35,68413.53
12.21,60410.88
13.38,74045.63
12.01,63103.71
12.94,65980.4
4.38,35336.43
19.53,95265.1
15.13,81087.08
4.68,26445.02
10.27,54873.32
15.78,79530.1
18.22,92292.49
7.68,52890.67
9.67,65443.96
6.2,35396.99
7.53,54682.02
4.55,57350.02
0.6,27475.59
8.33,54850.95
9.41,62094.58
15.6,75230.09
10.45,54008.69
6.53,48311.98
9.26,44194.94
15.92,83897.03
9.62,63182.77
11.1,51032.16
3.46,38413.96
0.15,23802.67
18.59,101900.39
5.36,54236.27
6.95,56063.2
2.3,42724.71
10.26,57988.07
14.74,78676.48
13.72,71005.07
17.11,76914.88
5.73,45721.23
6.29,46360.47
19.31,90971.58
9.13,56488.06
16.69,83902.36
12.23,74908.21
3.62,32984.73
19.15,81783.61
6.49,53135.0
12.84,76778.04
5.09,45679.72
11.51,56186.43
10.82,61826.11
5.22,45553.04
19.78,85667.22
2.81,28732.22
8.86,54838.28
0.63,36659.98
13.65,74591.88
9.24,52767.0
11.2,62593.15
13.97,68565.3
15.28,75184.55
19.32,98386.09
17.28,70119.75
6.48,58185.89
14.55,93421.99
1.52,31618.02
2.72,27885.87
9.19,66478.75
9.19,59397.28
10.12,56194.84
9.5,50488.65
12.83,66649.81
19.09,93344.83
3.45,44252.29
7.15,52295.93
1.49,33831.52
4.0,36328.89
19.75,100950.79
0.79,26115.2
4.27,54661.38
8.53,49633.1
5.85,48646.81
10.9,80680.74
19.81,15067.28
14.08,80238.65
8.12,55784.88
13.66,73228.25
17.45,84667.04
4.58,36535.75
14.34,62899.24
12.28,73101.46
14.68,64063.19
1.68,36102.3
14.66,73831.92
15.76,72518.02
13.74,84351.73
3.94,27214.07
3.23,30965.02
14.77,72105.15
12.95,71536.18
19.67,88953.05
9.09,68525.89
4.59,30081.79
15.39,111563.89
14.97,68926.59
10.45,85236.18
14.92,85967.77
6.21,45859.15
4.31,41913.46
2.52,30796.58
5.81,48109.91
13.09,64923.56
5.17,48762.04
17.67,88296.7
5.0,34567.33
13.69,76328.52
10.55,64852.9
4.23,34071.21
11.12,60512.14
19.09,95931.2
18.88,99818.33
5.83,44273.56
10.73,69999.44
3.02,44896.4
9.38,68258.62
6.43,50840.52
18.59,82849.83
12.65,76418.09
3.7,36413.72
19.85,98515.77
13.88,68560.25
2.69,29625.92
15.99,75357.47
11.15,53429.29
8.01,48324.31
3.93,30478.52
5.56,48985.07
3.35,28189.01
16.07,75879.4
5.46,44133.7
9.4,72396.74
19.36,87217.16
19.89,83561.23
15.83,69893.89
15.98,74038.63
18.9,85884.63
15.94,99214.44
9.02,64300.55
1.21,26701.62
4.17,54408.72
8.89,51217.8
5.31,40288.68
6.58,44272.89
1.18,37339.94
11.04,63089.23
7.03,61669.21
5.18,46590.85
12.21,74997.92
5.54,29845.37
9.53,44745.27
4.93,28918.28
13.61,69211.11
17.08,72479.92
1.63,40642.3
16.4,80796.0
17.03,89541.6
19.3,88606.77
16.56,89547.07
11.05,47946.65
1.41,29526.66
1.49,34217.17
3.93,43449.07
8.94,53755.54
19.11,78192.79
3.51,45365.11
10.78,59577.63
19.96,92421.89
0.28,43718.13
0.94,-106187.44
5.4,39742.57
4.5,36129.84
9.97,65063.47
8.41,47864.65
11.67,69948.68
2.94,44106.16
13.72,72302.62
4.29,47931.18
9.04,56088.69
0.67,21834.87
15.96,67533.62
12.54,71098.37
4.18,41982.77
12.04,74973.15
8.74,62670.18
16.53,99377.67
19.67,89212.18
2.49,36563.7
9.8,53806.57
5.16,50502.13
14.99,70062.5
0.69,34722.1
10.89,57227.95
17.14,91128.76
7.79,61901.77
16.76,71220.0
2.94,24504.78
18.37,91162.06
15.83,81429.31
7.82,50039.58
2.61,30333.86
10.41,54588.0
13.41,74578.38
2.58,26309.48
18.66,93251.0
15.25,73794.08
19.03,88232.71
5.98,55673.27
8.67,62975.99
4.8,33832.45
5.48,37181.48
2.91,41392.73
2.5,22295.67
13.42,83586.89
3.14,37067.26
2.67,29714.74
10.69,62504.96
14.08,85168.54
15.56,62413.69
11.6,73827.17
4.03,48665.68
11.46,62558.89
12.52,68233.15
5.16,44158.4
2.89,40982.22
18.51,83957.7
1.92,31600.2
5.54,43603.63
4.63,46632.14
17.84,108842.27
10.04,54266.16
19.13,92591.25
16.56,76888.91
15.1,73930.3
3.54,28766.91
6.89,36860.92
16.41,91881.75
19.67,96695.77
17.56,87197.47
18.97,84397.22
12.84,69329.77
9.66,49546.35
10.29,60812.44
9.17,59764.27
3.1,31500.92
6.12,-25670.05
1.81,27387.77
1.77,37717.76
6.24,48441.41
13.32,58773.49
12.27,73747.4
11.19,68508.46
14.98,78922.03
8.45,67753.34
8.84,56137.8
10.36,64707.23
1.33,33416.66
11.63,72737.77
15.0,75733.84
5.27,38296.24
17.1,92621.54
5.32,51005.87
10.26,71123.62
17.49,89537.75
14.76,63478.95
11.52,66641.57
12.45,68860.73
2.18,42457.66
13.99,82419.95
12.24,72737.28
1.69,14333.44
2.49,27103.08
19.42,90056.12
3.56,34736.86
17.92,89039.11
5.52,56150.01
7.92,58962.56
11.11,56532.26
12.52,62181.42
9.96,52492.59
6.97,48455.91
9.97,66352.51
14.01,81760.26
7.93,49744.09
10.9,62926.09
7.58,64935.57
6.6,36216.03
5.98,51021.0
4.48,44916.38
15.22,75880.74
19.68,93725.17
0.58,30391.33
3.92,36367.96
19.28,87396.64
6.84,43220.94
7.78,67125.56
13.26,67885.39
7.05,51298.77
9.85,65771.05
18.01,86358.4
11.3,64821.19
13.34,75703.59
4.34,33412.41
5.23,31010.04
17.83,81564.2
18.35,103058.51
16.14,76887.27
2.44,34589.76
16.37,71690.79
0.38,37083.09
11.93,64350.13
13.51,68628.81
8.53,53780.73
9.58,78649.24
14.84,80461.67
17.9,86387.02
3.79,15191.11
2.77,45517.89
12.6,63540.32
4.62,34331.96
3.88,32489.75
4.07,50964.58
3.94,38441.39
9.54,46221.77
19.29,90874.22
16.56,76312.61
10.87,65909.82
1.62,27590.22
13.46,59550.84
9.02,55920.06
15.57,79030.83
9.88,49549.07
13.37,56098.59
4.0,41264.38
16.66,81079.94
15.59,77838.24
7.48,57147.68
19.27,76945.64
3.21,36710.06
0.4,31701.55
15.26,76958.44
12.01,55710.5
2.22,27477.87
3.19,32553.75
2.62,21529.69
3.34,39650.71
9.23,57324.14
1.02,23423.92
10.39,69241.25
12.11,63200.26
14.55,87755.01
18.92,89070.9
1.65,23137.07
0.7,20066.22
2.78,35468.35
6.75,40048.15
10.51,62930.53
0.09,22095.86
13.85,70078.27
19.14,91648.73
5.0,50522.0
0.18,21271.84
15.06,79200.21
15.4,82457.92
0.87,18366.91
12.35,72394.66
4.86,48521.82
12.66,77030.37
14.53,66976.5
4.45,32281.11
5.22,42818.38
12.23,66920.24
11.65,65912.89
17.72,84178.79
10.21,62212.43
16.0,60551.12
14.64,81505.14
13.31,83374.09
3.84,33999.7
5.53,45964.08
11.34,78119.22
1.32,29883.77
0.9,30596.87
1.0,43220.8
18.43,105782.96
13.78,64735.38
16.74,80281.36
19.27,99587.89
14.02,78044.76
10.31,66720.83
9.58,37558.74
14.92,61590.88
17.36,100026.53
16.59,89264.12
9.86,62335.31
15.47,69207.31
9.53,55041.15
7.69,56464.21
5.95,34772.35
1.09,23176.16
4.02,42084.58
14.6,80818.43
3.43,32835.37
18.02,95940.54
1.57,38099.0
1.02,14236.85
9.62,71779.5
4.45,49917.8
2.06,33859.26
1.2,28092.36
10.55,68225.5
5.19,47432.25
11.12,61731.23
2.97,48231.01
0.49,9872.07
0.55,21589.0
2.25,36469.33
15.92,80306.14
8.97,61992.7
12.48,57513.11
17.5,84213.72
4.25,49085.29
17.43,74044.75
14.91,75270.74
14.58,71784.72
17.41,88858.48
2.52,36956.19
10.81,63611.87
9.67,56528.5
13.28,71986.11
4.76,40342.02
2.55,33653.14
19.47,104796.82
9.31,47979.64
4.64,43974.67
2.57,26469.03
11.87,82191.81
2.96,36055.99
3.66,27670.0
19.04,89795.38
0.58,15370.26
3.74,33012.26
13.42,76911.35
4.34,51072.48
3.64,46381.29
11.13,63116.01
13.92,78277.39
8.61,61612.34
15.63,97687.96
16.3,77232.9
12.46,80691.03
11.56,56711.02
16.33,91580.85
0.3,21086.86
10.21,55274.59
2.57,31734.08
4.43,34301.02
18.98,94838.39
0.07,35072.05
6.14,29598.49
3.09,34408.45
11.41,56236.69
16.89,91338.85
7.82,63725.44
16.74,82205.84
8.8,50190.12
18.18,75711.44
16.94,99876.47
3.58,48068.81
17.7,71126.42
3.85,43723.28
9.81,50430.55
3.92,34652.06
7.73,42064.57
19.71,77985.93
15.3,78195.12
11.08,78948.46
18.71,83075.21
7.19,57309.79
3.46,45510.76
16.58,88800.68
0.24,41823.93
16.09,88963.33
0.44,40967.24
5.69,35730.1
7.11,55847.84
6.37,59384.23
4.87,35864.22
2.16,4683.2
0.06,15083.92
15.49,73431.68
9.14,61473.56
3.24,31804.61
1.64,30777.35
5.57,39655.98
7.09,48777.85
9.23,56769.49
2.02,27014.73
19.6,100164.67
5.37,54854.76
8.83,46699.75
14.18,76369.61
6.2,35277.08
1.65,16752.99
7.53,59650.17
11.06,79760.34
16.84,81295.85
7.36,65421.2
17.79,82080.87
10.92,61349.4
14.35,88565.95
0.6,19810.3
17.91,95034.35
4.27,37155.08
6.52,42045.16
10.47,57585.43
19.2,74841.7
6.91,59285.98
4.41,42245.52
19.21,91066.91
16.17,76048.96
13.27,73933.62
8.19,60742.15
8.41,52235.49
19.01,99255.65
1.38,32027.89
15.15,77277.97
12.02,74379.44
19.37,88727.15
11.17,54076.11
5.61,44213.09
15.6,79876.54
19.71,92215.42
18.15,98040.91
5.89,49635.68
6.93,48324.01
15.1,77793.34
11.96,67518.37
0.23,30021.31
2.84,35350.59
1.71,29748.74
3.57,26837.38
6.1,40665.32
19.34,94919.98
13.53,73856.89
1.1,16950.64
12.15,63020.22
8.73,48128.48
15.08,88699.85
17.68,88884.03
1.3,33007.71
19.6,93061.51
1.16,24042.75
14.65,72702.62
18.06,92161.03
15.03,75539.56
3.02,39579.95
4.16,40703.28
0.82,30246.9
2.62,36947.49
1.22,25061.91
1.07,26267.35
11.24,71618.6
1.53,44979.9
8.5,62098.25
14.19,52364.97
0.3,19995.45
12.78,70639.17
15.14,69217.13
10.73,53406.21
9.51,54941.69
14.62,78921.44
10.59,67021.58
10.19,57711.04
16.04,77574.15
16.75,76879.38
7.37,54846.05
8.31,57602.65
16.02,88309.58
10.9,64178.79
13.74,62587.3
1.5,27471.14
1.91,38531.17
10.64,48342.26
16.38,81667.3
6.33,49439.15
19.21,108273.76
15.21,73413.86
15.63,78746.4
16.68,96883.19
5.09,38107.59
6.61,56720.44
2.37,36431.51
7.61,49856.81
0.72,31121.19
15.03,76424.03
16.05,99241.51
4.27,23429.12
9.8,57033.2
13.44,70014.24
14.85,75905.9
19.39,101504.08
4.01,35469.44
4.93,46206.99
17.08,86623.27
1.94,38512.74
15.72,78914.3
2.67,36911.51
9.29,56525.43
11.84,58568.59
15.36,91543.72
2.29,26919.61
16.48,78856.16
17.01,77684.45
15.87,83761.13
18.75,86786.5
17.44,98177.7
15.36,83030.12
11.59,63338.74
16.17,74325.72
19.51,92387.65
12.75,73772.59
4.85,41615.28
4.96,41226.37
15.92,72555.35
19.79,112206.67
4.21,38112.94
19.4,81909.79
5.37,35179.87
8.26,51143.38
18.16,104128.94
19.24,90963.79
11.34,61688.39
19.0,98263.87
16.85,91310.81
17.33,90920.39
17.36,87376.39
7.72,43202.73
0.61,21138.49
3.29,23798.24
1.49,28421.08
4.85,38570.59
1.11,24643.0
5.54,46619.96
11.78,60969.68
2.82,32150.47
6.31,43211.34
4.48,40434.72
1.9,34574.25
13.52,61570.64
17.86,91137.57
14.32,77233.53
13.68,76244.01
19.66,94877.13
14.63,79081.77
0.94,24971.85
4.36,43824.2
12.75,78778.88
12.78,65770.06
16.65,79609.13
3.18,41162.48
19.62,89253.11
10.33,55386.46
18.41,92806.25
10.59,58610.27
3.74,47858.01
7.02,45841.63
4.42,33928.72
5.28,43457.5
17.81,90808.49
7.55,53980.16
3.65,42098.27
7.29,46092.72
12.35,77291.98
4.02,25819.24
1.02,22321.82
17.44,86355.34
4.78,36168.48
18.73,88067.8
0.94,20446.8
13.02,68893.42
13.3,75271.6
3.12,31637.57
13.3,64534.5
7.75,48447.28
7.64,60554.77
17.55,95188.15
19.05,87844.14
3.4,40974.27
13.68,72740.25
3.09,46102.1
0.7,28982.57
2.99,33854.73
12.69,82224.93
14.53,68460.21
10.14,63046.2
19.03,102545.18
15.28,83821.38
3.23,30210.55
4.16,33022.28
11.92,55457.83
6.67,60194.41
0.02,15999.37
0.49,32407.81
8.16,42154.84
10.47,82109.8
13.07,59909.14
15.26,78759.96
19.38,102509.6
16.78,78095.99
7.12,54426.0
10.69,60173.91
4.32,43219.93
19.38,101458.88
10.71,59054.04
4.99,54452.2
14.48,78502.5
9.76,74740.05
19.93,88115.18
1.49,25093.13
6.71,46624.92
18.84,81228.41
9.22,64691.06
6.24,46218.9
12.1,58172.06
13.29,64932.21
1.86,24536.81
5.19,50546.39
6.18,50285.68
4.92,41146.21
7.66,48879.04
6.69,46519.75
14.63,90448.43
11.98,65054.2
8.58,61903.98
4.0,36365.8
8.41,67904.74
3.61,27880.35
19.04,98106.45
3.48,31089.01
17.17,102813.8
12.31,73669.43
16.22,68126.91
17.77,79747.57
16.08,86760.16
11.79,71512.98
5.34,48354.57
13.2,72453.09
0.1,22787.67
7.55,60116.62
17.16,78144.2
11.61,66065.0
5.21,38282.52
17.84,81853.3
0.31,22396.84
17.66,80922.65
15.19,82559.5
2.93,23437.52
1.26,32851.44
19.02,86512.35
1.34,29935.43
19.48,91828.56
8.41,50450.26
7.07,59450.29
13.0,67536.02
9.92,65351.29
7.8,58034.45
12.8,67630.65
7.0,39441.54
0.69,20347.6
16.49,92955.14
10.29,64965.16
13.73,74178.76
11.5,60725.95
12.28,81848.04
4.38,33380.92
18.69,91543.92
8.95,60355.05
18.4,78961.12
16.14,75416.42
14.4,71745.37
9.2,64103.53
0.45,23082.34
6.3,35575.34
13.3,59281.77
6.61,42009.74
1.98,20018.05
10.36,67392.26
3.09,42276.29
6.12,46491.88
10.04,58028.99
2.33,39072.36
2.25,38478.44
4.2,31812.78
11.84,59638.29
18.66,95976.21
4.78,43897.01
14.4,80253.54
3.79,31105.1
12.71,63472.77
2.75,38351.47
16.91,78721.0
14.85,64816.11
13.61,67316.36
0.29,24385.22
16.73,97159.48
3.02,28851.97
10.67,61850.74
15.53,95709.74
12.63,60469.68
16.38,87615.65
14.18,68931.84
15.12,81138.87
5.98,64590.95
7.58,57869.81
10.03,61316.58
11.72,58422.27
13.83,72013.6
11.11,59367.37
14.21,63127.57
3.02,18521.16
7.89,45981.53
18.27,88679.01
4.34,49141.54
2.87,29150.75
14.9,78669.47
3.89,25000.5
9.15,50629.45
14.24,55249.58
9.7,76812.5
18.03,89689.71
17.56,87801.68
10.06,64488.3
19.22,112518.31
5.84,41941.98
4.68,33526.24
13.4,87918.6
11.46,55247.66
5.02,52962.5
7.42,50388.65
4.66,44778.67
4.74,30094.7
7.35,71478.58
18.48,86637.53
16.7,77832.03
10.25,65256.24
9.56,53284.15
0.63,30599.18
9.25,47272.88
12.48,69829.25
15.57,74675.99
7.12,43652.05
18.39,81826.61
16.8,90900.41
1.64,27953.16
18.06,86735.28
4.46,44014.58
18.47,98753.52
12.61,61761.56
8.24,55599.56
8.73,48274.35
11.26,62727.09
16.88,92591.8
16.74,64816.15
8.3,46660.18
16.98,82581.3
9.44,61081.77
8.35,63986.58
4.87,28449.49
16.56,94278.94
12.4,72570.78
8.62,53253.22
13.25,59614.08
17.22,80691.35
3.96,47049.21
7.85,52682.34
7.61,50174.57
1.52,22549.68
6.68,54261.88
15.24,77127.83
5.07,40840.83
16.22,81002.18
19.11,86705.76
4.48,34155.54
8.19,41520.43
2.63,29237.62
13.84,59048.8
9.64,62639.61
11.77,60868.72
15.57,76370.12
15.52,79035.46
10.32,54700.76
17.65,77362.43
18.64,92009.8
12.61,84262.01
0.77,34969.54
15.52,89556.56
17.84,77046.71
11.13,62433.0
14.01,72441.02
7.12,61350.49
10.04,67481.92
15.96,79554.35
17.52,68010.38
2.3,23794.68
0.34,31266.6
7.47,48585.52
7.82,51482.55
15.47,84042.18
0.17,34656.27
15.28,72249.62
10.73,67276.09
13.96,86739.38
10.19,72071.89
15.81,76104.2
8.74,57953.87
6.92,55214.87
12.73,69717.54
8.89,54117.6
6.07,32396.18
18.27,82027.64
14.47,70066.53
3.94,28690.41
14.8,77683.41
5.05,49600.24
8.63,51835.33
4.35,22589.92
2.27,31983.87
7.98,55126.35
11.1,65506.64
6.04,40379.36
1.5,20610.26
4.99,49565.81
4.91,45009.84
11.82,60902.79
5.64,32740.93
10.68,64145.17
9.41,50743.41
5.33,46706.58
14.82,78147.89
13.35,88346.65
13.61,71995.89
8.67,71356.75
6.33,47817.05
11.81,61016.46
19.18,83692.47
8.68,48360.98
13.31,75002.48
8.85,56997.75
18.65,75573.0
5.29,51691.48
9.17,68903.25
9.87,44765.35
14.57,77941.5
14.43,88956.36
14.79,62392.43
14.66,72567.73
9.4,51086.71
3.11,43680.69
17.41,82613.16
6.5,44101.83
2.21,36092.39
2.58,46491.69
9.9,59139.95
8.52,51049.51
13.27,69172.04
12.24,73095.74
2.15,21867.77
5.93,45640.91
17.93,80235.95
15.33,69043.8
17.41,70380.45
0.44,22419.21
18.24,97476.03
17.22,69408.41
9.05,61001.15
13.47,66960.48
5.44,35532.39
13.17,73852.18
15.98,91398.52
9.67,70832.86
0.57,29248.74
8.33,53581.9
14.5,78881.04
14.08,94078.63
9.73,56699.8
19.71,103079.13
2.34,28454.23
3.17,29435.14
5.17,57234.12
16.07,81269.4
15.26,80193.81
15.46,83468.91
17.59,79432.41
8.86,52497.57
6.37,42163.73
12.01,69684.17
8.2,56624.1
10.48,56864.75
2.8,51037.34
7.93,52527.75
9.45,58906.64
1.75,41885.39
19.89,87615.24
0.76,23478.04
18.39,91650.13
1.6,18808.64
17.19,83251.21
10.96,79783.94
3.93,53375.33
4.63,48370.72
7.03,59074.6
15.88,84528.64
2.94,31848.11
4.84,55104.81
13.85,65896.86
12.28,75727.09
8.42,50384.21
1.21,25645.74
11.17,68404.2
4.58,57317.3
12.24,79276.31
5.49,46926.2
19.61,94126.15
11.81,72593.39
11.43,75912.7
16.74,69489.33
19.86,93505.45
15.58,71122.57
11.88,64823.24
17.27,75383.5
3.62,23236.09
15.28,67942.05
13.6,68164.86
11.27,69119.94
17.34,79161.73
14.19,67750.36
14.33,78337.07
18.19,90976.21
13.99,87576.33
5.11,50357.16
3.67,29646.57
10.26,55559.24
4.7,47415.69
13.99,66882.1
16.85,81394.95
5.84,31743.51
18.27,78490.22
14.94,87358.3
19.76,95507.41
3.97,33877.23
9.23,53400.29
12.81,83543.95
15.26,73149.71
18.24,92622.22
17.83,94360.58
4.72,53088.3
8.45,47764.47
14.37,64085.8
2.65,25432.61
19.19,98003.81
14.94,93221.94
16.58,89145.27
18.15,83245.13
3.56,46959.24
8.44,50796.4
13.03,63963.23
16.45,79920.83
14.76,72011.32
2.43,27892.0
12.91,79971.1
5.88,41457.56
8.13,40756.52
19.88,99283.05
3.14,28356.84
2.09,24927.47
8.18,59250.01
17.28,79685.54
3.24,32731.8
1.6,30934.11
8.38,52028.69
12.65,65827.13
3.09,17084.94
16.09,79938.32
16.92,97121.75
10.45,66618.87
0.61,24128.46
10.32,64888.6
4.28,45011.65
8.92,49490.3
15.19,88239.0
1.09,30113.92
0.0,22512.0
2.67,47064.93
0.91,11629.21
5.21,33822.93
8.09,58431.58
15.59,84972.27
0.61,40297.22
7.02,31521.46
18.59,96930.67
11.53,55383.82
16.54,86224.64
9.67,58325.85
1.94,38606.02
3.74,36202.74
15.16,86153.89
17.28,78862.85
9.35,57076.37
9.85,61014.24
9.0,69922.17
0.37,32949.01
1.91,33320.57
19.84,99550.62
0.84,36630.19
6.98,52424.13
13.81,65146.09
8.5,59765.17
19.65,93559.95
0.65,24467.79
17.49,79937.22
2.69,39066.76
4.1,43433.55
10.57,54336.74
17.43,77152.93
8.28,69118.66
5.87,52435.19
8.03,53810.83
1.89,36453.99
16.76,79934.54
18.3,87685.88
13.52,72475.97
8.89,63841.3
12.28,56683.95
11.04,55468.61
1.03,18810.93
7.89,59434.43
13.14,70170.7
16.96,77014.92
7.18,48355.94
16.39,77294.6
15.14,66507.84
18.59,100134.52
19.79,93065.42
0.83,38188.85
8.75,44032.72
15.47,83183.42
16.46,71081.62
1.66,50362.85
12.13,53625.68
17.97,102259.75
4.54,40735.54
6.95,47853.19
7.9,57354.08
7.89,45113.46
11.23,70600.3
1.22,36123.16
15.58,79638.58
2.46,35601.81
16.27,97369.28
0.34,31406.03
15.74,73834.17
7.11,55872.96
13.12,66606.61
3.58,31689.63
10.74,66691.86
5.98,37862.91
0.08,25645.88
14.5,81149.89
2.62,49460.0
18.79,95885.97
10.87,51300.97
0.03,14606.9
18.9,104955.37
2.66,29220.83
16.68,71244.16
6.59,40011.29
11.36,71117.39
16.71,84403.49
1.0,33689.75
13.6,72340.01
2.97,26577.94
14.33,60849.72
3.21,29572.58
0.44,27510.2
3.11,26412.26
12.51,76664.86
19.71,86000.33
19.4,79692.78
14.91,77203.68
16.49,88806.41
17.48,98118.0
10.57,49090.39
4.57,52391.69
13.22,72759.37
2.83,29943.46
16.65,88711.75
8.24,64689.45
5.33,30221.88
16.87,80594.61
2.22,28426.08
19.5,98245.75
19.01,103209.06
12.18,68202.37
14.24,72511.4
0.74,31163.35
8.74,53720.0
17.69,68953.1
0.23,29942.77
5.81,53228.8
7.08,58358.42
13.5,63007.62
14.1,79195.99
1.3,41825.41
4.35,60471.01
16.51,86616.27
3.84,46298.13
5.73,37116.37
3.24,27369.91
15.09,85700.8
0.54,10610.37
6.04,47376.7
10.65,73706.85
0.12,31122.12
19.08,97427.58
17.39,85454.47
12.95,67033.04
8.78,72977.36
3.11,45740.64
11.07,70524.81
4.78,41967.32
12.76,64988.26
2.91,43828.11
14.34,72743.28
6.46,48233.01
10.04,65064.26
3.24,38003.53
5.13,55339.33
9.0,45955.18
9.16,57611.38
20.0,112088.96
6.71,55655.93
1.69,29330.1
10.48,68085.87
6.44,47145.9
17.56,98175.34
4.21,46290.9
17.11,77964.28
13.27,73357.3
3.76,41508.27
8.1,57112.17
9.85,62020.27
10.44,66043.89
7.94,56148.85
11.69,60154.44
14.33,71520.09
10.12,58399.54
12.05,67934.56
17.19,83164.47
9.96,68665.67
8.33,46459.92
4.96,28465.53
2.63,49930.3
5.85,38917.97
8.12,62234.47
15.29,83366.76
4.35,33961.92
14.04,73086.46
1.58,28276.74
3.17,38938.43
6.53,41703.58
9.4,56475.41
3.62,37366.97
2.24,41656.73
11.32,61318.88
8.24,46033.93
8.32,49754.75
6.16,49492.5
7.42,36814.61
3.68,47463.74
5.41,44098.08
10.85,66424.83
10.45,63313.9
18.12,83076.02
16.65,74620.2
0.14,19893.27
4.6,29035.24
17.75,89924.69
6.3,45730.7
9.55,46164.82
13.5,67316.9
10.87,68252.09
0.1,35684.94
4.13,29188.37
2.01,49321.89
3.35,29059.86
2.95,21677.71
12.46,82654.17
8.13,45132.84
1.33,41849.25
1.65,25441.16
19.01,89180.11
3.1,25392.43
5.08,52988.32
11.49,74321.23
